station,date,reserve,min,max,planned,plan_percent,completance,coal_type,delivery,spending,days,station_id,latitude,longitude,owner,spending_a_jan2016,spending_p_jan2016,spending_g_jan2016
Зміївська ТЕС,2017-03-29,71,80.0,445.0,71,100,0,антрацит,0.0,2.166,33,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-29,17,,,17,100,0,газове,1.235,0.455,37,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-03-27,11,-9.46,20.0,105,10,-94,антрацит,0.0,2.518,4,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-03-27,78,-22.355999999999995,100.0,83,94,-5,газове,1.773,1.773,44,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-02-27,145,80.0,445.0,159,91,-14,антрацит,0.0,1.504,96,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-02-27,16,,,,,,газове,1.29,0.443,36,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-10,49,80.0,445.0,52,94,-3,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-10,28,,,12,233,16,газове,1.042,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-16,17,80.0,445.0,49,35,-32,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-16,106,,,94,113,12,газове,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-17,74,80.0,445.0,23,322,51,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-17,18,,,5,360,13,газове,1.183,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-19,18,80.0,445.0,49,37,-31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-19,99,,,91,109,8,газове,3.4,1.438,69,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-03,26,80.0,445.0,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-03,81,,,84,96,-3,газове,0.336,1.623,50,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-15,90,80.0,445.0,126,71,-36,антрацит,0.0,1.676,54,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-15,18,,,,,,газове,0.0,0.251,72,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-12,18,80.0,445.0,49,37,-31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-12,100,,,84,119,16,газове,1.6,1.7,59,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-24,26,20.0,222.5,72,36,-46,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-24,135,100.0,222.5,100,135,35,газове,10.768,4.028,34,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-01-16,26,20.0,222.5,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-01-16,114,100.0,222.5,100,114,14,газове,0.0,3.678,31,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-10,18,80.0,445.0,49,37,-31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-10,100,,,82,122,18,газове,2.7,1.5,67,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-24,74,80.0,445.0,29,255,45,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-24,28,,,7,400,21,газове,2.143,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-28,73,80.0,445.0,74,99,-1,антрацит,0.0,1.191,61,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-28,16,,,17,94,-1,газове,0.892,0.56,29,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-06,26,80.0,445.0,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-06,80,,,85,94,-5,газове,3.527,1.759,45,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-05,20,80.0,445.0,49,41,-29,антрацит,0.0,2.2,9,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-05,95,,,78,122,17,газове,2.9,1.4,68,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-20,38,20.0,222.5,64,59,-26,антрацит,3.476,1.841,21,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-20,100,100.0,222.5,100,100,0,газове,3.733,1.376,73,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-03,49,80.0,445.0,28,175,21,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-03,28,,,1,2800,27,газове,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-07,26,20.0,222.5,42,62,-16,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-07,196,100.0,222.5,123,159,73,газове,4.162,3.883,50,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-01,26,20.0,222.5,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-01,66,100.0,222.5,94,70,-28,газове,2.686,2.316,28,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-06-19,48,80.0,445.0,49,98,-1,антрацит,0.0,1.596,30,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-06-19,48,,,69,70,-21,газове,0.0,1.351,36,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-26,74,80.0,445.0,30,247,44,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-26,31,,,8,388,23,газове,0.13,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-09,26,20.0,222.5,42,62,-16,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-09,74,100.0,222.5,100,74,-26,газове,5.887,1.833,40,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-27,49,80.0,445.0,32,153,17,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-27,28,,,2,1400,26,газове,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-01-22,26,20.0,222.5,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-01-22,101,100.0,222.5,100,101,1,газове,2.573,3.245,31,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-08,26,6.283000000000001,20.0,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-08,94,-5.909999999999997,100.0,100,94,-6,газове,2.736,3.509,27,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-29,74,80.0,445.0,33,224,41,антрацит,0.0,0.122,607,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-29,36,,,9,400,27,газове,2.077,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-26,26,20.0,222.5,90,29,-64,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-26,158,100.0,222.5,106,149,52,газове,1.668,3.44,46,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-27,23,3.181000000000001,20.0,105,22,-82,антрацит,0.0,1.9,12,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-27,79,-21.018,100.0,100,79,-21,газове,0.0,3.457,23,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-02-28,140,80.0,445.0,157,89,-17,антрацит,0.0,2.153,65,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-02-28,15,,,,,,газове,0.0,0.431,35,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-10,17,80.0,445.0,49,35,-32,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-10,105,,,98,107,7,газове,0.483,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-19,74,80.0,445.0,25,296,49,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-19,20,,,6,333,14,газове,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-11,17,80.0,445.0,49,35,-32,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-11,105,,,97,108,8,газове,0.347,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-04-03,10,-9.697,20.0,20,50,-10,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-04-03,66,-34.47,100.0,60,110,6,газове,0.481,2.31,29,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-19,49,80.0,445.0,42,117,7,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-19,28,,,7,400,21,газове,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-05,26,80.0,445.0,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-05,78,,,85,92,-7,газове,0.255,1.778,44,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-11,49,80.0,445.0,18,272,31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-11,34,,,3,1133,31,газове,2.981,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-27,74,80.0,445.0,76,97,-2,антрацит,0.0,1.054,70,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-27,15,,,17,88,-2,газове,0.0,0.497,30,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-05,49,80.0,445.0,28,175,21,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-05,28,,,1,2800,27,газове,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-09-01,16,80.0,445.0,49,33,-33,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-09-01,88,,,84,105,4,газове,0.066,0.959,92,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-06-21,45,80.0,445.0,49,92,-4,антрацит,0.0,2.011,22,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-06-21,48,,,67,72,-19,газове,0.627,1.795,27,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-07,26,6.283000000000001,20.0,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-07,95,-5.1370000000000005,100.0,100,95,-5,газове,1.416,3.853,25,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-12,26,80.0,445.0,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-12,75,,,87,86,-12,газове,3.044,1.834,41,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-09,109,80.0,445.0,142,77,-33,антрацит,0.0,3.598,30,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-09,18,,,,,,газове,0.867,0.581,31,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-21,26,6.283000000000001,20.0,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-21,96,-3.9599999999999937,100.0,100,96,-4,газове,0.539,2.951,33,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-16,74,80.0,445.0,22,336,52,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-16,17,,,5,340,12,газове,2.149,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-06-12,62,80.0,445.0,49,127,13,антрацит,0.0,1.739,36,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-06-12,51,,,63,81,-12,газове,0.966,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-09,17,80.0,445.0,49,35,-32,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-09,104,,,99,105,5,газове,0.95,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-17,26,80.0,445.0,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-17,79,,,89,89,-10,газове,3.714,2.31,34,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-22,38,20.0,222.5,68,56,-30,антрацит,3.338,1.473,26,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-22,108,100.0,222.5,100,108,8,газове,5.133,1.939,56,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-03-19,21,0.6890000000000001,20.0,105,20,-84,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-03-19,83,-16.516999999999996,100.0,88,94,-5,газове,4.894,3.919,21,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-18,18,80.0,445.0,49,37,-31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-18,97,,,90,108,7,газове,0.0,1.686,58,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-03,58,80.0,445.0,61,95,-3,антрацит,0.0,2.357,25,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-03,22,,,16,138,6,газове,0.972,0.757,29,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-14,26,20.0,222.5,52,50,-26,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-14,85,100.0,222.5,100,85,-15,газове,4.452,1.871,45,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-29,26,20.0,222.5,98,27,-72,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-29,158,100.0,222.5,103,153,55,газове,0.0,1.537,103,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-28,49,80.0,445.0,31,158,18,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-28,28,,,2,1400,26,газове,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-07,18,80.0,445.0,49,37,-31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-07,102,,,100,102,2,газове,2.648,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-26,26,20.0,222.5,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-26,72,100.0,222.5,92,78,-20,газове,2.409,2.263,32,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-15,17,80.0,445.0,49,35,-32,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-08-15,106,,,95,112,11,газове,0.413,0.181,586,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-22,74,80.0,445.0,27,274,47,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-05-22,24,,,7,343,17,газове,2.69,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-01,140,80.0,445.0,156,90,-16,антрацит,0.0,2.347,60,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-01,17,,,,,,газове,2.43,0.405,42,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-05,26,20.0,222.5,37,70,-11,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-05,194,100.0,222.5,125,155,69,газове,2.202,1.858,104,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-22,80,80.0,445.0,107,75,-27,антрацит,0.0,1.355,59,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-22,18,,,,,,газове,0.0,0.637,28,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-06,26,20.0,222.5,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-06,64,100.0,222.5,95,67,-31,газове,1.975,1.9,34,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-02,26,6.283000000000001,20.0,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-02,100,0.07899999999999352,100.0,100,100,0,газове,2.879,3.138,32,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-03-05,21,0.6890000000000001,20.0,105,20,-84,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-03-05,64,-35.857,100.0,97,66,-33,газове,3.284,3.928,16,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-09-21,16,80.0,445.0,49,33,-33,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-09-21,86,,,84,102,2,газове,0.0,1.982,43,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-07,18,15,445.0,49,37,-31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-07,98,,,79,124,19,газове,2.9,1.6,61,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-19,26,20.0,222.5,49,53,-23,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-10-19,77,100.0,222.5,90,86,-13,газове,2.408,1.824,42,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-21,36,20.0,222.5,66,55,-30,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-11-21,104,100.0,222.5,100,104,4,газове,6.364,2.048,51,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-10,105,80.0,445.0,139,76,-34,антрацит,0.0,4.28,25,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-03-10,18,,,,,,газове,0.925,0.577,31,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-23,26,6.283000000000001,20.0,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-02-23,92,-8.322999999999993,100.0,100,92,-8,газове,0.0,2.626,35,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-11,49,80.0,445.0,51,96,-2,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-04-11,28,,,12,233,16,газове,0.072,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-01-03,26,20.0,222.5,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-01-03,156,100.0,222.5,100,156,56,газове,0.0,3.376,46,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-24,18,80.0,445.0,49,37,-31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-24,96,,,96,100,0,газове,0.0,1.796,53,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-06-15,57,80.0,445.0,49,116,8,антрацит,0.0,1.465,39,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-06-15,50,,,65,77,-15,газове,0.416,1.098,46,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-14,26,20.0,222.5,59,44,-33,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-12-14,185,100.0,222.5,117,158,68,газове,0.0,3.043,61,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-17,18,80.0,445.0,49,37,-31,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2017-07-17,99,,,89,111,10,газове,0.28,1.448,68,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
Зміївська ТЕС,2018-01-10,26,20.0,222.5,105,25,-79,антрацит,0.0,0.0,0,v,49.5865,36.52525,"ПАТ «Центренерго», держава",3.8,0.0,1.2
